PROPERTY_NUMBER;PROPERTY_TYPE;PROPERTY_ID;PARCEL_ID;TAX_BILL_ID;TAX_YEAR;EFFECTIVE_RATE;TAXSET_DESCR;CLASSIFICATION_ID;CLASSIFICATION_DESCR;TAX_MARKET_TOTAL;NET_TAX_OWED_1ST;NET_TAX_OWED_2ND
685-16-047;800;303434528;68516047;781855314;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);392800;10277,22;9787,83
736-28-041;800;103726315;73628041;781957428;2018;150,817994;Shaker Hts.;4010;APARTMENTS 7-19 (WALK-UP);392600;10361,95;10361,95
281-15-006;800;403343179;28115006;782049024;2018;87,729974;Olmsted Falls;4000;COMMERCIAL VACANT LAND;392500;6327,48;6026,17
791-30-061;800;803389470;79130061;781872190;2018;97,925074;Bedford Hts.;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);392000;6717,66;6717,66
685-11-017;800;403433017;68511017;782036459;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);391200;9747,25;9747,25
685-27-049;800;203439567;68527049;782165844;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);391100;9745,11;9745,11
812-20-003;800;203452743;81220003;781889959;2018;97,725074;Bedford;4010;APARTMENTS 7-19 (WALK-UP);390500;6678,53;6678,53
673-11-024;800;503341272;67311024;782195972;2018;119,31843;East Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);390000;8144,08;8144,08
782-22-071;800;903322601;78222071;782116502;2018;117,525483;Maple Hts.;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);390000;8021,7;8021,7
312-29-031;800;503511543;31229031;782116917;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);389700;7844,57;7844,57
448-17-004;800;603611894;44817004;782000613;2018;86,44072;Parma;4010;APARTMENTS 7-19 (WALK-UP);388800;6168;5881,43
445-02-036;800;203543805;44502036;782232418;2018;86,44072;Parma;4010;APARTMENTS 7-19 (WALK-UP);388700;7454,84;5880,13
786-08-073;800;203367819;78608073;782074543;2018;117,525483;Maple Hts.;4010;APARTMENTS 7-19 (WALK-UP);388600;7992,32;7992,32
786-10-103;800;903369914;78610103;782074545;2018;117,525483;Maple Hts.;4010;APARTMENTS 7-19 (WALK-UP);388600;7992,32;7992,32
672-26-004;800;903331979;67226004;782244466;2018;119,31843;East Cleveland;4060;APARTMENTS 20-39 UNITS (GARDEN);388100;8104,11;8104,11
314-09-046;800;903551957;31409046;782095400;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);387800;8196,36;7806,05
005-07-116;800;603304499;00507116;782044272;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);387400;6470,21;6470,21
684-02-086;800;903409415;68402086;782054835;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);387300;9650,44;9650,44
583-04-014;800;803568624;58304014;781847251;2018;83,928938;Broadview Hts.;4000;COMMERCIAL VACANT LAND;386900;5682,83;5682,83
121-01-014;800;203694321;12101014;781739770;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);386800;6460,2;6460,2
211-16-020;800;403654714;21116020;782204100;2018;70,44696;Westlake;4110;HOTELS;386800;4768,56;4768,56
685-11-009;800;203432934;68511009;782013985;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);386800;9637,62;9637,62
342-08-033;800;403655047;34208033;782158892;2018;84,505545;Brook Park;4010;APARTMENTS 7-19 (WALK-UP);385900;5707,08;5707,08
684-01-126;800;403408726;68401126;781912550;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);385700;9610,57;9610,57
113-05-030;800;703532974;11305030;782210199;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);385500;6438,73;6438,73
311-17-035;800;803456277;31117035;781794766;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);385400;7757,73;7757,73
311-19-013;800;103456936;31119013;781794814;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);385100;8139,58;7751,98
314-18-015;800;803560650;31418015;781799276;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);385100;8139,58;7751,98
432-26-099;800;203452113;43226099;781802528;2018;78,908082;Brooklyn;4010;APARTMENTS 7-19 (WALK-UP);384300;5306,96;5306,96
025-24-004;800;803216562;02524004;782032598;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);383700;6408,66;6408,66
144-09-013;800;603592103;14409013;782146999;2018;153,617994;Cleveland/Shaker Hts.;4010;APARTMENTS 7-19 (WALK-UP);383500;10310,07;10310,07
831-37-040;800;903515372;83137040;782146051;2018;83,601652;Mayfield Village;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);383500;5610,93;5610,93
473-24-014;800;503214867;47324014;782050114;2018;89,181136;Parma Hts.;4000;COMMERCIAL VACANT LAND;383300;5982,27;5982,27
314-03-023;800;503545581;31403023;782233776;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);382200;8077,99;7693,32
685-10-022;800;903432455;68510022;782216335;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);381500;9981,22;9505,92
311-31-043;800;803465286;31131043;781795309;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);381100;7671,47;7671,47
311-19-046;800;903457079;31119046;781956096;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);381000;7669,17;7669,17
311-22-073;800;703459030;31122073;781946570;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);381000;7669,74;7669,74
315-03-023;800;503573103;31503023;782209133;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);380800;8048,4;7665,14
004-21-052;800;303298610;00421052;781710174;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;380000;6346,63;6346,63
119-20-015;800;603661529;11920015;782157842;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);380000;6663,96;6346,63
672-27-035;800;103333069;67227035;782150087;2018;119,31843;East Cleveland;4010;APARTMENTS 7-19 (WALK-UP);380000;26366,82;7935,28
954-03-022;800;903689324;95403022;781883285;2018;84,671633;Solon;4000;COMMERCIAL VACANT LAND;379900;5629,4;5629,4
001-25-032;800;503230392;00125032;782114537;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);379800;6343,29;6343,29
542-18-002;800;803367735;54218002;782202989;2018;128,531053;Garfield Hts.;4010;APARTMENTS 7-19 (WALK-UP);379000;8524,82;8524,82
103-16-062;800;603318386;10316062;782140526;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;378300;6634,4;6318,47
119-05-083;800;903654467;11905083;782185655;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);377300;6616,86;6301,77
311-18-086;800;403456849;31118086;781991877;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);377300;7594,97;7594,97
672-26-082;800;403332694;67226082;782029872;2018;119,31843;East Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);377000;7872,63;7872,63
009-14-065;800;203412054;00914065;782086100;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);376900;6295,09;6295,09
373-01-039;800;2140168447;37301039;782248501;2018;84,713179;Middleburg Hts.;4000;COMMERCIAL VACANT LAND;376700;5584,72;5584,72
813-03-006;800;903459275;81303006;782106053;2018;97,725074;Bedford;4000;COMMERCIAL VACANT LAND;376500;6761,06;6439,1
014-04-007;800;403507141;01404007;782097691;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);376400;6286,97;6286,97
685-08-028;800;803431221;68508028;781979691;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);376200;9373,51;9373,51
311-16-040;800;203455740;31116040;782018909;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);376000;7569,09;7569,09
311-16-042;800;103455748;31116042;782115177;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);376000;7569,09;7569,09
484-18-082;800;1899417419;48418082;781954501;2018;74,391307;North Royalton;4000;COMMERCIAL VACANT LAND;375300;5130,32;4886,02
473-17-029;800;403212859;47317029;782154148;2018;89,181136;Parma Hts.;4010;APARTMENTS 7-19 (WALK-UP);375000;5852,51;5852,51
661-09-018;800;603267626;66109018;782258137;2018;103,536333;Richmond Hts.;4000;COMMERCIAL VACANT LAND;374900;6793,02;6793,02
019-04-002;800;103633165;01904002;781728058;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);374000;6246,89;6246,89
023-14-004;800;903727889;02314004;782039316;2018;95,437969;Cleveland;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);374000;6246,41;6246,41
018-21-042;800;203624175;01821042;782240564;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);373600;6552,22;6240,21
108-10-011;800;303421244;10810011;781937226;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);373400;6236,39;6236,39
813-05-003;800;303459584;81305003;782095879;2018;97,725074;Bedford;4000;COMMERCIAL VACANT LAND;373100;6700,01;6380,96
687-08-051;800;803462487;68708051;781850899;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);372800;9624,46;9289,5
685-10-015;800;203432430;68510015;782047000;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);372700;9286,66;9286,66
342-08-030;800;303654929;34208030;782158894;2018;84,505545;Brook Park;4010;APARTMENTS 7-19 (WALK-UP);372600;5510,18;5510,18
342-08-032;800;303654983;34208032;782249025;2018;84,505545;Brook Park;4010;APARTMENTS 7-19 (WALK-UP);372600;5510,6;5510,6
342-08-042;800;903655124;34208042;782249021;2018;84,505545;Brook Park;4010;APARTMENTS 7-19 (WALK-UP);372600;5510,6;5510,6
543-09-003;800;1079231001;54309003;782124798;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;372600;8799,92;8380,87
004-28-016;800;1508359061;00428016;782216191;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;371700;6208,24;6208,24
011-15-062;800;503456778;01115062;782221543;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);370400;6496,11;6186,77
114-02-022;800;803551803;11402022;782185095;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);370300;6184,86;6184,86
763-28-008;800;203278836;76328008;782139205;2018;107,218084;Warrensville Hts.;4000;COMMERCIAL VACANT LAND;370300;7295,69;6948,27
118-16-043;800;303632699;11816043;781919234;2018;95,437969;Cleveland;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);370200;6182,95;6182,95
685-09-087;800;603432101;68509087;781857110;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);369500;9206,92;9206,92
682-13-046;800;803376456;68213046;782250578;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);369300;9201,94;9201,94
024-36-002;800;103751218;02436002;781723987;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);369200;6166,25;6166,25
736-27-062;800;703726168;73627062;782145824;2018;150,817994;Shaker Hts.;4010;APARTMENTS 7-19 (WALK-UP);369200;15606,28;9744,35
685-18-032;800;403435609;68518032;782085953;2018;142,378786;Cleveland Hts.;4090;APARTMENTS 1-6 UNITS;368900;9651,58;9191,98
450-14-051;800;403641718;45014051;781826618;2018;86,44072;Parma;4020;APARTMENTS 20-39 UNITS (WALK-UP);368600;5576,29;5576,29
450-14-054;800;103641724;45014054;782154149;2018;86,44072;Parma;4020;APARTMENTS 20-39 UNITS (WALK-UP);368600;5576,29;5576,29
662-30-105;800;403293733;66230105;781859108;2018;106,373492;Richmond Hts./South Euclid;4000;COMMERCIAL VACANT LAND;368600;6861,62;6861,62
212-04-047;800;303665234;21204047;782133768;2018;70,44696;Westlake;4010;APARTMENTS 7-19 (WALK-UP);367800;4534,67;4534,67
373-02-002;800;803259537;37302002;782075034;2018;84,713179;Middleburg Hts.;4000;COMMERCIAL VACANT LAND;367000;5712,74;5440,7
001-19-037;800;403225558;00119037;781710747;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);366400;6425,46;6119,48
685-05-002;800;103430440;68505002;781856997;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);366400;9129,33;9129,33
684-01-029;800;703407991;68401029;782238524;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);366300;9127,2;9127,2
685-09-074;800;803432049;68509074;782203737;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);366300;9583,56;9127,2
392-28-004;800;203319597;39228004;781991938;2018;74,355749;Strongsville;4000;COMMERCIAL VACANT LAND;366000;5000,62;4762,49
121-12-006;800;303696536;12112006;782099801;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;365300;6101,35;6101,35
315-23-039;800;803589531;31523039;782108790;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);365100;7716,87;7349,4
281-23-044;800;1886325708;28123044;782207907;2018;87,729974;Olmsted Falls;4000;COMMERCIAL VACANT LAND;365000;5603,75;5603,75
001-29-034;800;503232768;00129034;782190900;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);363800;6379,87;6076,06
303-02-029;800;603410852;30302029;782057609;2018;101,872604;Rocky River;4010;APARTMENTS 7-19 (WALK-UP);363400;6478,59;6478,59
454-25-002;800;203696436;45425002;781827942;2018;86,44072;Parma;4090;APARTMENTS 1-6 UNITS;363300;5372,58;5372,58
443-29-032;800;803513013;44329032;782123138;2018;86,44072;Parma;4010;APARTMENTS 7-19 (WALK-UP);363200;5494,6;5494,6
474-17-016;800;103225780;47417016;782095801;2018;89,181136;Parma Hts.;4010;APARTMENTS 7-19 (WALK-UP);361000;5916,19;5634,46
687-08-052;800;303462491;68708052;782222451;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);360200;8975,56;8975,56
311-33-029;800;403467271;31133029;782216774;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);360000;7246,46;7246,46
551-09-001;800;403460845;55109001;782000290;2018;90,933069;Seven Hills;4000;COMMERCIAL VACANT LAND;360000;5728,78;5728,78
120-31-014;800;603693245;12031014;781739714;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);359700;6007,82;6007,82
311-17-010;800;103456099;31117010;781960681;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);359600;7600,33;7238,41
683-03-002;800;603391250;68303002;782213742;2018;142,378786;Cleveland Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);359200;8949,93;8949,93
112-23-120;800;603526142;11223120;781749561;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);358700;5991,12;5991,12
001-25-053;800;803230494;00125053;782253246;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);358300;5984,44;5984,44
008-12-018;800;103394926;00812018;781703219;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);358300;5984,44;5984,44
011-19-135;800;203459511;01119135;782169732;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);358300;6283,66;5984,44
011-19-140;800;103459519;01119140;781706266;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);358300;6283,66;5984,44
551-20-017;800;103468879;55120017;782246407;2018;90,933069;Seven Hills;4000;COMMERCIAL VACANT LAND;358200;5700,14;5700,14
812-10-008;800;203448009;81210008;782003075;2018;97,725074;Bedford;4010;APARTMENTS 7-19 (WALK-UP);357500;6114,17;6114,17
002-17-080;800;903243419;00217080;781998446;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);354700;6220,53;5924,31
118-04-065;800;1568404924;11804065;782162823;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;353900;5910,96;5910,96
396-03-004;800;803363244;39603004;781814674;2018;74,355749;Strongsville;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);353600;4601,14;4601,14
112-20-006;800;703523695;11220006;782207752;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);352900;5894,24;5894,24
673-09-106;800;803339691;67309106;782226755;2018;119,31843;East Cleveland;4030;APARTMENTS 40 OR MORE UNITS (WALK-UP);352400;7726,92;7358,97
813-21-049;800;803465727;81321049;781890988;2018;97,725074;Bedford;4110;HOTELS;352400;6026,7;6026,7
003-27-098;800;879205579;00327098;782152815;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;352300;5884,23;5884,23
671-04-001;800;603298856;67104001;782154306;2018;119,31843;East Cleveland;4095;DAY CARE CENTERS;352100;7715,8;7352,4
685-10-040;800;603432776;68510040;782040010;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);351800;8766,26;8766,26
103-09-019;800;903314762;10309019;782204211;2018;95,437969;Cleveland;4020;APARTMENTS 20-39 UNITS (WALK-UP);351400;5869,44;5869,44
562-32-020;800;203508246;56232020;782158768;2018;62,172461;Independence;4000;COMMERCIAL VACANT LAND;351200;4012,18;3821,12
685-18-031;800;103435606;68518031;782085954;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);351100;9185,89;8748,46
121-04-031;800;103694932;12104031;781931969;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;350800;5858,94;5858,94
002-17-010;800;303242837;00217010;781998450;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;350500;6146,88;5854,17
002-17-011;800;703242841;00217011;781998449;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;350500;6146,88;5854,17
931-20-025;800;785900715;93120025;781939925;2018;100,266593;Chagrin Falls Village;4000;COMMERCIAL VACANT LAND;350300;6146,84;6146,84
014-17-025;800;803517720;01417025;781926684;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);350200;5849,4;5849,4
455-01-007;800;903698774;45501007;781828604;2018;86,44072;Parma;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);350200;5297,52;5297,52
685-09-082;800;203432070;68509082;782242279;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);349700;8713,58;8713,58
685-09-084;800;603432092;68509084;781857108;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);349700;8713,58;8713,58
685-10-023;800;303432458;68510023;782089657;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);349700;8713,58;8713,58
312-20-009;800;303504557;31220009;782144807;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);349100;7027,34;7027,34
685-10-028;800;903432482;68510028;781996040;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);349100;9133,56;8698,63
119-14-027;800;303659132;11914027;782103520;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;348900;5827,44;5827,44
561-08-011;800;877918067;56108011;781960845;2018;62,172461;Independence;4000;COMMERCIAL VACANT LAND;347800;3784,13;3784,13
685-10-061;800;903432860;68510061;781857143;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);347700;8663,75;8663,75
121-12-020;800;703696792;12112020;781740529;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;347200;5670,37;5670,37
673-02-048;800;703334803;67302048;781860871;2018;119,31843;East Cleveland;4110;HOTELS;347000;7246,21;7246,21
002-30-037;800;503252145;00230037;781998445;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);346900;6083,74;5794,04
312-28-032;800;403510921;31228032;781797005;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);346900;6983,05;6983,05
012-27-027;800;603482555;01227027;782088680;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);346600;5788,79;5788,79
685-09-018;800;603431642;68509018;781857083;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);346100;8623,88;8623,88
024-26-005;800;903748283;02426005;782099794;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);345800;5775,91;5775,91
023-21-014;800;703736266;02321014;782136910;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);345500;6059,2;5770,66
685-08-034;800;503431290;68508034;781857068;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);345400;9037,14;8606,8
010-07-103;800;203434428;01007103;782045981;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);345200;5765,89;5765,89
701-10-021;800;503485245;70110021;782189464;2018;108,651304;South Euclid;4010;APARTMENTS 7-19 (WALK-UP);345000;6560,36;6560,36
682-31-133;800;603387020;68231133;781863402;2018;142,378786;Cleveland Hts.;4010;APARTMENTS 7-19 (WALK-UP);344300;8579,03;8579,03
786-02-030;800;103362004;78602030;782172675;2018;117,525483;Maple Hts.;4010;APARTMENTS 7-19 (WALK-UP);344200;7433,72;7079,73
682-24-008;800;903381056;68224008;782170959;2018;142,378786;Cleveland Hts.;4020;APARTMENTS 20-39 UNITS (WALK-UP);344100;8574,05;8574,05
311-16-107;800;803456043;31116107;781794751;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);343700;6918,64;6918,64
604-08-001;800;903629330;60408001;782007868;2018;81,889525;Brecksville;4000;COMMERCIAL VACANT LAND;343300;5165,92;4919,92
024-13-027;800;403744291;02413027;781724919;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);343100;6017,1;5730,57
025-21-017;800;203214144;02521017;781724481;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);343100;6017,1;5730,57
108-31-024;800;203437470;10831024;781746218;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);342700;5723,89;5723,89
443-01-006;800;903489659;44301006;781804310;2018;86,44072;Parma;4100;MOTELS;341800;5170,45;5170,45
303-02-013;800;603410789;30302013;781975719;2018;101,872604;Rocky River;4010;APARTMENTS 7-19 (WALK-UP);341500;6088,41;6088,41
312-28-038;800;603510950;31228038;781921998;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);341500;6874,35;6874,35
736-28-031;800;103726306;73628031;782063082;2018;150,817994;Shaker Hts.;4010;APARTMENTS 7-19 (WALK-UP);341400;9011,37;9011,37
312-12-046;800;203494260;31212046;782249893;2018;115,023103;Lakewood;4010;APARTMENTS 7-19 (WALK-UP);340900;6862,28;6862,28
932-08-022;800;203642670;93208022;781888170;2018;100,266593;Chagrin Falls Village;4000;COMMERCIAL VACANT LAND;340500;6273,64;5974,89
